,restaurant_id,restaurant_name,country_code,city,address,locality,locality_verbose,cuisines,currency,has_table_booking,has_online_delivery,is_delivering_now,switch_to_order_menu,price_range,votes,average_cost_for_two,rating,menu_category,item_name,menu_price,price_range_cat
0,94286,ab's - absolute barbecues,1,hyderabad,plot 483| 4th floor| pemmasani complex| bajaj electronics building| near madhapur police station| road 36| jubilee hills| hyderabad,jubilee hills,jubilee hills| hyderabad,european| mediterranean| north indian,indian rupees(rs.),False,False,False,False,3,5434,1500,4.9,match day combo,ab's single meal (non veg),399.0,3
1,18452864,ab's - absolute barbecues,1,hyderabad,no. 8-2-618/10-11|2nd floor| krishe amethyst| road no.1| banjara hills| hyderabad,banjara hills,banjara hills| hyderabad,european| mediterranean| north indian,indian rupees(rs.),False,False,False,False,3,200,1500,4.9,match day combo,ab's single meal (non veg),399.0,3
2,18384227,ab's - absolute barbecues,1,chennai,velachery tharamani link road| opposite tcs| velachery| chennai,velachery,velachery| chennai,north indian| european| mediterranean,indian rupees(rs.),False,False,False,False,3,859,1600,4.9,match day combo,ab's single meal (non veg),399.0,3
3,56618,ab's - absolute barbecues,1,bangalore,90/4| 3rd floor| outer ring road| munnekollaly village| marathahalli| bangalore,marathahalli,marathahalli| bangalore,european| mediterranean| north indian,indian rupees(rs.),False,False,False,False,3,6907,1400,4.6,match day combo,ab's single meal (non veg),399.0,3
292,90744,exotica,1,hyderabad,opposite audi showroom| 5th floor| 12th square building| road 12| banjara hills| hyderabad,12th square building| banjara hills,12th square building| banjara hills| hyderabad,mughlai| north indian| chinese,indian rupees(rs.),True,True,False,False,3,3374,1500,4.3,soups,chicken tom kha soup,309.0,3
295,2800856,barbeque nation,1,vizag,1st floor| atr towers| harbour park road|  panduranga puram| near harbour park| kirlampudi layout| vizag,kirlampudi layout,kirlampudi layout| vizag,north indian| chinese| mediterranean,indian rupees(rs.),False,False,False,False,4,345,1600,4.9,today's exclusive dishes,barbeque in a box (veg) premium,1049.0,4
296,3200012,barbeque nation,1,vadodara,3rd floor| shreem shalini mall| r.c. dutt road| alkapuri| vadodara,alkapuri,alkapuri| vadodara,mughlai| north indian,indian rupees(rs.),False,False,False,False,4,332,1500,4.3,today's exclusive dishes,barbeque in a box (veg) premium,1049.0,4
297,11807,barbeque nation,1,pune,3rd floor| r deccan mall| near deccan gymkhana| jm road| pune,r deccan mall| jm road,r deccan mall| jm road| pune,north indian| mughlai,indian rupees(rs.),False,False,False,False,3,2847,1700,4.5,today's exclusive dishes,barbeque in a box (veg) premium,1049.0,3
298,303371,barbeque nation,1,noida,a-79-a| ground floor| hotel savoy suites| sector 16| noida,sector 16,sector 16| noida,north indian| chinese| mediterranean,indian rupees(rs.),False,False,False,False,3,1670,1600,4.3,today's exclusive dishes,barbeque in a box (veg) premium,1049.0,3
299,9561,barbeque nation,1,new delhi,101 & 102| 1st floor| agarwal corporate heights| netaji subhash place| new delhi,netaji subhash place,netaji subhash place| new delhi,north indian| chinese,indian rupees(rs.),False,False,False,False,3,937,1600,4.1,today's exclusive dishes,barbeque in a box (veg) premium,1049.0,3
300,8509,barbeque nation,1,new delhi,ground floor| eros cinema building| jangpura extension| jangpura| new delhi,jangpura,jangpura| new delhi,north indian| chinese,indian rupees(rs.),False,False,False,False,3,744,1600,4.0,today's exclusive dishes,barbeque in a box (veg) premium,1049.0,3
301,9909,barbeque nation,1,new delhi,ginger hotel| dda community center| opposite eastend club| vivek vihar| new delhi,ginger hotel| vivek vihar,ginger hotel| vivek vihar| new delhi,north indian| chinese,indian rupees(rs.),False,False,False,False,3,756,1600,4.0,today's exclusive dishes,barbeque in a box (veg) premium,1049.0,3
302,301489,barbeque nation,1,new delhi,2nd floor| munshilal building| block n| outer circle| connaught place| new delhi,connaught place,connaught place| new delhi,north indian| chinese,indian rupees(rs.),False,False,False,False,3,3164,1600,4.1,today's exclusive dishes,barbeque in a box (veg) premium,1049.0,3
303,1600258,barbeque nation,1,nashik,2nd floor| city centre mall| sambaji chowk| lawate nagar| banyan square| untwadi| off parijat nagar| parijat nagar| nashik,city center| parijat nagar,city center| parijat nagar| nashik,north indian| european| mediterranean| asian,indian rupees(rs.),False,False,False,False,4,117,1500,3.8,today's exclusive dishes,barbeque in a box (veg) premium,1049.0,4
304,3300958,barbeque nation,1,nagpur,2nd floor| eternity mall| amravati road| sitabuldi| nagpur,sitabuldi,sitabuldi| nagpur,north indian| european| mediterranean,indian rupees(rs.),False,False,False,False,4,226,1600,4.9,today's exclusive dishes,barbeque in a box (veg) premium,1049.0,4
305,3600352,barbeque nation,1,mysore,ground floor| bm habitat mall| gokulam main road| jayalakhsmipuram| mysore,jayalakhsmipuram,jayalakhsmipuram| mysore,north indian| european| mediterranean,indian rupees(rs.),False,False,False,False,4,286,1600,4.0,today's exclusive dishes,barbeque in a box (veg) premium,1049.0,4
306,3100441,barbeque nation,1,mangalore,3rd floor| mak mall| kankanady| mangalore,kankanady,kankanady| mangalore,north indian| chinese,indian rupees(rs.),False,False,False,False,4,193,1600,3.7,today's exclusive dishes,barbeque in a box (veg) premium,1049.0,4
307,15853,barbeque nation,1,ludhiana,2nd floor| 2439/1 & 2| dhanraj singh complex| main ferozpur road| rajguru nagar| ludhiana,rajguru nagar,rajguru nagar| ludhiana,north indian| chinese| continental,indian rupees(rs.),False,False,False,False,3,80,1400,3.9,today's exclusive dishes,barbeque in a box (veg) premium,1049.0,3
308,800089,barbeque nation,1,lucknow,3rd floor| riverside mall| vipin khand| gomti nagar| lucknow,riverside mall| gomti nagar,riverside mall| gomti nagar| lucknow,north indian,indian rupees(rs.),False,False,False,False,4,1069,1600,4.7,today's exclusive dishes,barbeque in a box (veg) premium,1049.0,4
309,20842,barbeque nation,1,kolkata,k1| rdb boulevard| block ep & gp| sector 5| salt lake,sector 5| salt lake,sector 5| salt lake| kolkata,north indian| chinese,indian rupees(rs.),False,False,False,False,3,5966,1600,4.9,today's exclusive dishes,barbeque in a box (veg) premium,1049.0,3
310,25570,barbeque nation,1,kolkata,24| 1st floor| park center building| park street area| kolkata,park street area,park street area| kolkata,north indian| chinese,indian rupees(rs.),False,False,False,False,3,1753,1600,4.9,today's exclusive dishes,barbeque in a box (veg) premium,1049.0,3
311,900969,barbeque nation,1,kochi,6th floor| imperial trade centre| mahatma gandhi road| kacheripady| kochi,kacheripady,kacheripady| kochi,european| north indian| mediterranean| american,indian rupees(rs.),False,False,False,False,3,213,1500,4.5,today's exclusive dishes,barbeque in a box (veg) premium,1049.0,3
312,18391601,barbeque nation,1,kanpur,16/113| 3rd floor| z square mall| mg marg| mall road| kanpur,z square mall| mall road,z square mall| mall road| kanpur,north indian| mughlai| lebanese| arabian| mediterranean,indian rupees(rs.),False,False,False,False,3,41,1400,4.0,today's exclusive dishes,barbeque in a box (veg) premium,1049.0,3
313,2100702,barbeque nation,1,guwahati,2nd floor| adityam building| ulubari| guwahati,ulubari,ulubari| guwahati,north indian,indian rupees(rs.),False,False,False,False,4,774,1500,4.9,today's exclusive dishes,barbeque in a box (veg) premium,1049.0,4
314,18133510,barbeque nation,1,faridabad,2nd floor| crown interiorz mall| sector 35| faridabad,crown interiorz mall| sector 35| faridabad,crown interiorz mall| sector 35| faridabad| faridabad,north indian,indian rupees(rs.),False,False,False,False,3,299,1600,4.0,today's exclusive dishes,barbeque in a box (veg) premium,1049.0,3
315,3500505,barbeque nation,1,dehradun,chaudhary plaza| rajpur road| rajpur| dehradun,rajpur,rajpur| dehradun,north indian| mediterranean| asian| chinese,indian rupees(rs.),False,False,False,False,4,66,1600,4.4,today's exclusive dishes,barbeque in a box (veg) premium,1049.0,4
316,3000048,barbeque nation,1,coimbatore,6th floor| metro park inn| 1000| raja street| near clock tower| town hall| coimbatore,town hall,town hall| coimbatore,north indian| european| mediterranean,indian rupees(rs.),False,False,False,False,3,505,1400,4.4,today's exclusive dishes,barbeque in a box (veg) premium,1049.0,3
317,65055,barbeque nation,1,chennai,shri devi park hotel| 1| hanumantha road| north usman road| t. nagar| chennai,t. nagar,t. nagar| chennai,north indian| continental,indian rupees(rs.),False,False,False,False,4,3848,2000,4.4,today's exclusive dishes,barbeque in a box (veg) premium,1049.0,4
318,120014,barbeque nation,1,chandigarh,sco 39| madhya marg| sector 26| chandigarh,sector 26,sector 26| chandigarh,north indian| chinese,indian rupees(rs.),False,False,False,False,3,1450,1300,4.5,today's exclusive dishes,barbeque in a box (veg) premium,1049.0,3
319,2900633,barbeque nation,1,bhubaneshwar,plot 12-13/557| 3rd floor| mauza samantapuri|gajapati nagar| chandrasekharpur| bhubaneshwar,chandrasekharpur,chandrasekharpur| bhubaneshwar,mediterranean| asian| continental| north indian| arabian,indian rupees(rs.),False,False,False,False,3,154,1200,4.6,today's exclusive dishes,barbeque in a box (veg) premium,1049.0,3
320,18340881,barbeque nation,214,dubai,g1| villa| near hq fitness| near lulu mall| barsha 2| dubai,barsha 2,barsha 2| dubai,indian| north indian,emirati diram(aed),True,False,False,False,3,307,150,4.5,today's exclusive dishes,barbeque in a box (veg) premium,1049.0,3
2653,51705,toit,1,bangalore,298| namma metro pillar 62| 100 feet road| indiranagar| bangalore,indiranagar,indiranagar| bangalore,italian| american| pizza,indian rupees(rs.),False,False,False,False,4,10934,2000,4.8,appetizers,puliyogare poppers,275.0,4
2711,18441490,barbeque ville,1,pune,257| green valley| near mankar chowk| kaspate vasti| wakad| pune,wakad,wakad| pune,north indian,indian rupees(rs.),True,False,False,False,3,208,1000,4.4,starters,paneer tikka [10 pieces],269.0,3
2712,1600029,barbeque ville,1,nashik,karambelkar tower| mumbai agra road| cidco| near dutta tyres| parijat nagar| nashik,parijat nagar,parijat nagar| nashik,north indian,indian rupees(rs.),False,False,False,False,4,164,1100,3.8,starters,paneer tikka [10 pieces],269.0,4
2875,13231,le plaisir,1,pune,759/125| rajkamal| opposite kelkar eye hospital| prabhat road| deccan gymkhana| pune,deccan gymkhana,deccan gymkhana| pune,european| desserts,indian rupees(rs.),False,False,False,False,3,2510,1000,4.8,eggs & toast,hd cheddar cheese omelette,342.0,3
3069,6508323,the urban foundry,1,pune,1| balewadi high street| cummins india office campus| baner-balewadi link road| pune,balewadi high street| balewadi,balewadi high street| balewadi| pune,north indian| asian,indian rupees(rs.),True,False,False,False,3,1099,1500,4.5,add on,add chicken@109,109.0,3
3173,18417624,the sassy spoon,1,pune,lane 7| sanskriti lifestyle complex| koregaon park| pune,koregaon park,koregaon park| pune,european| asian| mediterranean| modern indian| desserts| finger food,indian rupees(rs.),True,False,False,False,3,140,1500,4.1,appetizer,loaded nachos,445.0,3
3265,3200005,little italy,1,vadodara,36| alkapuri society| behind hdfc bank| alkapuri| vadodara,alkapuri,alkapuri| vadodara,italian,indian rupees(rs.),False,False,False,False,3,202,1000,4.1,ipl combo,5 course value meal box,600.0,3
3266,1600292,little italy,1,nashik,36/2| govardhan village| off gangapur-savargaon road| satpur| nashik,satpur,satpur| nashik,italian,indian rupees(rs.),False,False,False,False,3,25,800,3.0,ipl combo,5 course value meal box,600.0,3
3705,3900067,burger king,1,varanasi,s 19/1 k| mint house| near hotel taj| nai bazar cantt| nadesar| varanasi,nadesar,nadesar| varanasi,north indian| fast food,indian rupees(rs.),False,False,False,False,2,96,350,3.4,burgers,mini chicken burger,88.0,2
3706,18133480,burger king,1,noida,3rd floor| the great india place mall| sector 38-a| near sector 38| noida,the great india place| sector 38,the great india place| sector 38| noida,burger| fast food,indian rupees(rs.),False,False,False,False,2,211,500,3.5,burgers,mini chicken burger,88.0,2
3707,18430593,burger king,1,noida,shop  b| ground floor| botanical garden metro station| sector 38| noida,sector 38,sector 38| noida,burger| fast food,indian rupees(rs.),False,True,False,False,2,13,500,3.2,burgers,mini chicken burger,88.0,2
3708,18371434,burger king,1,noida,3rd floor| logix city centre| sector 32| near sector 34| noida,logix city centre| sector 32| noida,logix city centre| sector 32| noida| noida,burger| fast food,indian rupees(rs.),False,True,False,False,2,14,500,3.3,burgers,mini chicken burger,88.0,2
3709,18216903,burger king,1,new delhi,ground floor| shop gf-05| tdi mall| plot 11| shivaji place| district center| rajouri garden| new delhi,tdi mall| rajouri garden,tdi mall| rajouri garden| new delhi,burger| fast food,indian rupees(rs.),False,True,False,False,2,186,500,3.6,burgers,mini chicken burger,88.0,2
3710,18303828,burger king,1,new delhi,pvr anupam complex| saket| new delhi,pvr anupam complex,pvr anupam complex| new delhi,burger| fast food,indian rupees(rs.),False,True,False,False,2,116,500,3.6,burgers,mini chicken burger,88.0,2
3711,18433910,burger king,1,new delhi,palate of delhi| dhaula kuan metro station| chanakyapuri| new delhi,palate of delhi| chanakyapuri,palate of delhi| chanakyapuri| new delhi,burger| fast food,indian rupees(rs.),False,False,False,False,2,10,500,3.2,burgers,mini chicken burger,88.0,2
3712,312223,burger king,1,new delhi,1st floor| plot c-1| 2 & 3| pp towers| netaji subhash place| new delhi,netaji subhash place,netaji subhash place| new delhi,burger| fast food,indian rupees(rs.),False,True,False,False,2,426,500,3.6,burgers,mini chicken burger,88.0,2
3713,18400728,burger king,1,new delhi,j-2| 25ab| lajpat nagar 2| new delhi,lajpat nagar 2,lajpat nagar 2| new delhi,burger| fast food,indian rupees(rs.),False,True,False,False,2,45,500,3.4,burgers,mini chicken burger,88.0,2
3714,18415367,burger king,1,new delhi,f-15 |vijay block| laxmi nagar| new delhi,laxmi nagar,laxmi nagar| new delhi,burger| fast food,indian rupees(rs.),False,True,False,False,2,66,500,3.5,burgers,mini chicken burger,88.0,2
3715,18423111,burger king,1,new delhi,shop gf-29| bg-1 bg-2| gourmet hub| paschim vihar| new delhi,gourmet hub| pashim vihar,gourmet hub| pashim vihar| new delhi,burger| fast food,indian rupees(rs.),False,True,False,False,2,33,500,3.4,burgers,mini chicken burger,88.0,2
3716,310448,burger king,1,new delhi,e-8| inner circle| connaught place| new delhi,connaught place,connaught place| new delhi,burger| fast food,indian rupees(rs.),False,True,False,False,2,2093,500,3.8,burgers,mini chicken burger,88.0,2
3717,310723,burger king,1,new delhi,3rd floor|  ambience mall| vasant kunj| new delhi,ambience mall| vasant kunj,ambience mall| vasant kunj| new delhi,burger| fast food,indian rupees(rs.),False,True,False,False,2,458,500,3.2,burgers,mini chicken burger,88.0,2
3718,18398606,burger king,1,gurgaon,shop 6| lower ground floor| raheja mall| sohna road| gurgaon,raheja mall| sohna road,raheja mall| sohna road| gurgaon,burger| fast food,indian rupees(rs.),False,True,False,False,2,71,500,3.0,burgers,mini chicken burger,88.0,2
3719,313264,burger king,1,gurgaon,ground floor| dt city centre mall| mg road| gurgaon,dt city centre mall| mg road,dt city centre mall| mg road| gurgaon,burger| fast food,indian rupees(rs.),False,True,False,False,2,452,500,3.4,burgers,mini chicken burger,88.0,2
3720,311523,burger king,1,ghaziabad,shop 18| ground floor| shipra mall| vaibhav khand| indirapuram| ghaziabad,shipra mall| indirapuram,shipra mall| indirapuram| ghaziabad,burger| fast food,indian rupees(rs.),False,True,False,False,2,327,500,3.4,burgers,mini chicken burger,88.0,2
4073,18383472,theobroma,1,gurgaon,ground floor| cyber hub| dlf cyber city| gurgaon,cyber hub| dlf cyber city,cyber hub| dlf cyber city| gurgaon,bakery| cafe,indian rupees(rs.),False,True,False,False,2,227,600,3.8,mango specials,fresh alphonso mango cream cake [510g],750.0,2
4206,206488,maharaja bhog,214,dubai,ground level| hamsah mall| next to ansar gallery| al karama| dubai,al karama,al karama| dubai,indian| rajasthani,emirati diram(aed),True,True,False,False,2,1448,90,4.1,meal box,executive meal box,250.0,2
4230,6506206,18 degrees resto lounge,1,pune,8th & 9th floor| spot 18 mall| pimple saudagar| pune,spot 18 mall| pimple saudagar,spot 18 mall| pimple saudagar| pune,north indian| mediterranean| chinese,indian rupees(rs.),True,True,False,False,4,1566,2100,3.6,soups,veg manchow soup,208.0,4
4364,4000269,mcdonald's,1,patna,br patna elphinstone| elphinstone picture palace | east gandhi maidan| golambar| patna,golambar,golambar| patna,fast food,indian rupees(rs.),False,False,False,False,2,60,500,3.4,korean range & new offerings,crispy veggie burger + mcveggie burger + fries (m),424.76,2
4365,18430892,mcdonald's,1,noida,ground floor| great india palce mall| sector 38| noida,the great india place| sector 38,the great india place| sector 38| noida,desserts| ice cream,indian rupees(rs.),False,False,False,False,1,1,150,1.0,korean range & new offerings,crispy veggie burger + mcveggie burger + fries (m),424.76,1
4366,7932,mcdonald's,1,noida,food court| 3rd floor| the great india palace mall| sector 38| noida,the great india place| sector 38,the great india place| sector 38| noida,fast food| burger,indian rupees(rs.),False,False,False,False,2,70,500,3.4,korean range & new offerings,crispy veggie burger + mcveggie burger + fries (m),424.76,2
4367,305222,mcdonald's,1,noida,intersection of worlds of wonder and great india place mall| sector 38| noida,sector 38,sector 38| noida,fast food| burger,indian rupees(rs.),False,False,False,False,2,53,500,3.5,korean range & new offerings,crispy veggie burger + mcveggie burger + fries (m),424.76,2
4368,396,mcdonald's,1,noida,p-16| atta market| sector 18| noida,sector 18,sector 18| noida,fast food,indian rupees(rs.),False,True,False,False,2,403,500,3.9,korean range & new offerings,crispy veggie burger + mcveggie burger + fries (m),424.76,2
4369,399,mcdonald's,1,noida,a-79a| savoy suite| sector 16| noida,sector 16,sector 16| noida,fast food| burger,indian rupees(rs.),False,True,False,False,2,135,500,3.7,korean range & new offerings,crispy veggie burger + mcveggie burger + fries (m),424.76,2
4370,8265,mcdonald's,1,new delhi,shop 98 & 107| ground floor| v3s east central mall| plot  12| laxmi nagar| new delhi,v3s mall| laxmi nagar,v3s mall| laxmi nagar| new delhi,fast food| burger,indian rupees(rs.),False,True,False,False,2,160,500,3.6,korean range & new offerings,crispy veggie burger + mcveggie burger + fries (m),424.76,2
4371,192,mcdonald's,1,new delhi,e-31/32| south extension 2| new delhi,south extension 2,south extension 2| new delhi,fast food| burger,indian rupees(rs.),False,True,False,False,2,167,500,3.6,korean range & new offerings,crispy veggie burger + mcveggie burger + fries (m),424.76,2
4372,7760,mcdonald's,1,new delhi,g-8| near midland book shop main market| south extension 1| new delhi,south extension 1,south extension 1| new delhi,fast food| burger,indian rupees(rs.),False,False,False,False,2,73,500,3.3,korean range & new offerings,crispy veggie burger + mcveggie burger + fries (m),424.76,2
4373,9954,mcdonald's,1,new delhi,2| b-block community centre| shalimar bagh| new delhi,shalimar bagh,shalimar bagh| new delhi,fast food| burger,indian rupees(rs.),False,True,False,False,2,39,500,3.5,korean range & new offerings,crispy veggie burger + mcveggie burger + fries (m),424.76,2
4374,9348,mcdonald's,1,new delhi,25-27| ground floor| d mall| rohini| new delhi,rohini,rohini| new delhi,fast food| burger,indian rupees(rs.),False,True,False,False,2,67,500,3.5,korean range & new offerings,crispy veggie burger + mcveggie burger + fries (m),424.76,2
4375,191,mcdonald's,1,new delhi,m2k| manglam palace| rohini| new delhi,rohini,rohini| new delhi,fast food| burger,indian rupees(rs.),False,True,False,False,2,108,500,3.4,korean range & new offerings,crispy veggie burger + mcveggie burger + fries (m),424.76,2
4376,188,mcdonald's,1,new delhi,vishal cinema complex| rajouri garden| new delhi,rajouri garden,rajouri garden| new delhi,fast food| burger,indian rupees(rs.),False,True,False,False,2,161,500,3.7,korean range & new offerings,crispy veggie burger + mcveggie burger + fries (m),424.76,2
4377,186,mcdonald's,1,new delhi,2| rachna cinema complex| rajendra place| new delhi,rajendra place,rajendra place| new delhi,fast food| burger,indian rupees(rs.),False,True,False,False,2,91,500,3.4,korean range & new offerings,crispy veggie burger + mcveggie burger + fries (m),424.76,2
4378,175,mcdonald's,1,new delhi,shop 2| pvr anupam complex| community centre| saket| new delhi,pvr anupam complex,pvr anupam complex| new delhi,fast food| burger,indian rupees(rs.),False,True,False,False,2,219,500,3.6,korean range & new offerings,crispy veggie burger + mcveggie burger + fries (m),424.76,2
4379,176,mcdonald's,1,new delhi,shop 23| central market| west punjabi bagh| punjabi bagh| new delhi,punjabi bagh,punjabi bagh| new delhi,fast food| burger,indian rupees(rs.),False,True,False,False,2,141,500,3.7,korean range & new offerings,crispy veggie burger + mcveggie burger + fries (m),424.76,2
4380,194,mcdonald's,1,new delhi,m2k multiplex| community centre| road 44| pitampura| new delhi,pitampura,pitampura| new delhi,fast food| burger,indian rupees(rs.),False,True,False,False,2,58,500,3.3,korean range & new offerings,crispy veggie burger + mcveggie burger + fries (m),424.76,2
4381,9956,mcdonald's,1,new delhi,g-1| pushkar enclave| paschim vihar| new delhi,paschim vihar,paschim vihar| new delhi,fast food| burger,indian rupees(rs.),False,True,False,False,2,94,500,3.3,korean range & new offerings,crispy veggie burger + mcveggie burger + fries (m),424.76,2
4382,181,mcdonald's,1,new delhi,near grindlays cinema| new friends colony| new delhi,new friends colony,new friends colony| new delhi,fast food| burger,indian rupees(rs.),False,True,False,False,2,127,500,3.4,korean range & new offerings,crispy veggie burger + mcveggie burger + fries (m),424.76,2
4383,196,mcdonald's,1,new delhi,shop 1| plot 45| satyam cinema complex| nehru place| new delhi,nehru place,nehru place| new delhi,fast food| burger,indian rupees(rs.),False,True,False,False,2,177,500,3.7,korean range & new offerings,crispy veggie burger + mcveggie burger + fries (m),424.76,2
4384,180,mcdonald's,1,new delhi,f-14 & 15| model town 2| new delhi,model town 2,model town 2| new delhi,fast food| burger,indian rupees(rs.),False,True,False,False,2,122,500,3.6,korean range & new offerings,crispy veggie burger + mcveggie burger + fries (m),424.76,2
4385,6341,mcdonald's,1,new delhi,ground floor| metro walk mall| rohini| new delhi,metro walk mall| rohini,metro walk mall| rohini| new delhi,fast food| burger,indian rupees(rs.),False,False,False,False,2,91,500,3.4,korean range & new offerings,crispy veggie burger + mcveggie burger + fries (m),424.76,2
4386,189,mcdonald's,1,new delhi,isbt| railway station| kashmiri gate| new delhi,kashmiri gate,kashmiri gate| new delhi,fast food| burger,indian rupees(rs.),False,False,False,False,2,132,500,3.3,korean range & new offerings,crispy veggie burger + mcveggie burger + fries (m),424.76,2
4387,182,mcdonald's,1,new delhi,42| janpath| new delhi,janpath,janpath| new delhi,fast food| burger,indian rupees(rs.),False,True,False,False,2,158,500,3.8,korean range & new offerings,crispy veggie burger + mcveggie burger + fries (m),424.76,2
4389,185,mcdonald's,1,new delhi,r 1| janak place| janakpuri| new delhi,janakpuri,janakpuri| new delhi,fast food| burger,indian rupees(rs.),False,True,False,False,2,179,500,3.6,korean range & new offerings,crispy veggie burger + mcveggie burger + fries (m),424.76,2
4390,311117,mcdonald's,1,new delhi,gf 3a-4d| milap building| bahadur shah zafar marg| ito| new delhi,ito,ito| new delhi,fast food| burger,indian rupees(rs.),False,False,False,False,2,25,500,3.2,korean range & new offerings,crispy veggie burger + mcveggie burger + fries (m),424.76,2
4391,9657,mcdonald's,1,new delhi,34| 102b| 109 & 110| ground/1st floor| multilevel parking cum commercial complex (mlcp)| dlf south square| sarojini nagar| new delhi,dlf south square| sarojini nagar,dlf south square| sarojini nagar| new delhi,fast food| burger,indian rupees(rs.),False,True,False,False,2,100,500,3.5,korean range & new offerings,crispy veggie burger + mcveggie burger + fries (m),424.76,2
4392,307578,mcdonald's,1,new delhi,ground floor| dlf city centre mall| shalimar bagh| new delhi,dlf city centre mall| shalimar bagh,dlf city centre mall| shalimar bagh| new delhi,fast food| burger,indian rupees(rs.),False,False,False,False,2,62,500,3.6,korean range & new offerings,crispy veggie burger + mcveggie burger + fries (m),424.76,2
4393,302528,mcdonald's,1,new delhi,g-2a| ground floor| commercial unit| dilshad garden| new delhi,dilshad garden,dilshad garden| new delhi,fast food| burger,indian rupees(rs.),False,True,False,False,2,65,500,3.3,korean range & new offerings,crispy veggie burger + mcveggie burger + fries (m),424.76,2
4394,310792,mcdonald's,1,new delhi,e-25| netaji subhash marg| daryaganj| new delhi,daryaganj,daryaganj| new delhi,fast food| burger,indian rupees(rs.),False,True,False,False,2,23,500,2.8,korean range & new offerings,crispy veggie burger + mcveggie burger + fries (m),424.76,2
4395,9960,mcdonald's,1,new delhi,d mall| netaji subhash place| new delhi,d mall| netaji subhash place,d mall| netaji subhash place| new delhi,fast food| burger,indian rupees(rs.),False,True,False,False,2,41,500,3.4,korean range & new offerings,crispy veggie burger + mcveggie burger + fries (m),424.76,2
4396,195,mcdonald's,1,new delhi,9-b & c| cross river mall| karkardooma| new delhi,cross river mall| karkardooma,cross river mall| karkardooma| new delhi,fast food| burger,indian rupees(rs.),False,True,False,False,2,77,500,3.4,korean range & new offerings,crispy veggie burger + mcveggie burger + fries (m),424.76,2
4397,9959,mcdonald's,1,new delhi,n- 10| connaught place| new delhi,connaught place,connaught place| new delhi,fast food| burger,indian rupees(rs.),False,False,False,False,2,108,500,3.7,korean range & new offerings,crispy veggie burger + mcveggie burger + fries (m),424.76,2
4398,177,mcdonald's,1,new delhi,p-14| connaught place| new delhi,connaught place,connaught place| new delhi,fast food| burger,indian rupees(rs.),False,False,False,False,2,388,500,3.8,korean range & new offerings,crispy veggie burger + mcveggie burger + fries (m),424.76,2
4399,9961,mcdonald's,1,new delhi,platform 3| old delhi railway station| chandni chowk| new delhi,chandni chowk,chandni chowk| new delhi,fast food| burger,indian rupees(rs.),False,False,False,False,2,42,500,3.0,korean range & new offerings,crispy veggie burger + mcveggie burger + fries (m),424.76,2
4400,6698,mcdonald's,1,new delhi,near sis ganj sahib gurudwara| chandni chowk| new delhi,chandni chowk,chandni chowk| new delhi,fast food| burger,indian rupees(rs.),False,False,False,False,2,57,500,3.0,korean range & new offerings,crispy veggie burger + mcveggie burger + fries (m),424.76,2
4401,171,mcdonald's,1,new delhi,community centre| basant lok market| vasant vihar| new delhi,basant lok market| vasant vihar,basant lok market| vasant vihar| new delhi,fast food| burger,indian rupees(rs.),False,True,False,False,2,202,500,3.5,korean range & new offerings,crispy veggie burger + mcveggie burger + fries (m),424.76,2
4402,179,mcdonald's,1,new delhi,bg-02| ansal plaza mall| khel gaon marg| new delhi,ansal plaza mall| khel gaon marg,ansal plaza mall| khel gaon marg| new delhi,fast food| burger,indian rupees(rs.),False,True,False,False,2,48,500,3.4,korean range & new offerings,crispy veggie burger + mcveggie burger + fries (m),424.76,2
4403,9967,mcdonald's,1,gurgaon,3| ground floor| amenity block| unitech infospace| sector 21| gurgaon,unitech infospace| sector 21| gurgaon,unitech infospace| sector 21| gurgaon| gurgaon,fast food| burger,indian rupees(rs.),False,False,False,False,2,35,500,3.3,korean range & new offerings,crispy veggie burger + mcveggie burger + fries (m),424.76,2
4404,5104,mcdonald's,1,gurgaon,sco 36| main market| sector 29| gurgaon,sector 29,sector 29| gurgaon,fast food| burger,indian rupees(rs.),False,True,False,False,2,187,500,3.5,korean range & new offerings,crispy veggie burger + mcveggie burger + fries (m),424.76,2
4405,2458,mcdonald's,1,gurgaon,ground floor| mgf metropolitan mall| mg road| gurgaon,mgf metropolitan mall| mg road,mgf metropolitan mall| mg road| gurgaon,fast food| burger,indian rupees(rs.),False,True,False,False,2,234,500,3.4,korean range & new offerings,crispy veggie burger + mcveggie burger + fries (m),424.76,2
4406,9957,mcdonald's,1,gurgaon,mgf metropolis mall| mg road| gurgaon,mgf metropolis mall| mg road,mgf metropolis mall| mg road| gurgaon,fast food| burger,indian rupees(rs.),False,False,False,False,2,68,500,3.2,korean range & new offerings,crispy veggie burger + mcveggie burger + fries (m),424.76,2
4407,308473,mcdonald's,1,gurgaon,metropark food court| huda city centre metro station| sector 29| gurgaon,huda city centre metro station| sector 29| gurgaon,huda city centre metro station| sector 29| gurgaon| gurgaon,fast food| burger,indian rupees(rs.),False,True,False,False,2,90,500,2.7,korean range & new offerings,crispy veggie burger + mcveggie burger + fries (m),424.76,2
